"Project Name","Item Title","Item Ark","Item Sequence","Type.typeOfResource","Rights.copyrightStatus","Name.sponsor","Name.publisher","Name.subject","Rights.servicesContact","Subject.conceptTopic","Type.genre","Language","Name.repository","Name.designer","Subject.uniformTitle","Name.photographer","Name.creator","Subject.geographicPlace","Coverage.geographic","AltTitle.other","Publisher.placeOfOrigin","Date.creation","Date.normalized","Description.note","Description.caption","Format.extent","Title","Alt ID.local","AltTitle.parallel","Publisher.publisherName","thumbnailImageName","masterImageName"
"Ethiopian Posters","March 8","21198/zz002hh5sb","","still image","","","","","","International Women's Day $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","[Ethiopia?]","[between 1980 and 2010?]","1980/2010","Poster depicts a high contrast photomontage of women on a gradated yellow and purple background, with the flag of Ethiopia on the bottom.","","1 poster : col.","March 8","ucla_1922_box02_folder013_008","","","ucla_1922_box02_folder013_008.jpg","ucla_1922_box02_folder013_008.tif"
"Ethiopian Posters","Government poster featuring women at a construction site [descriptive]","21198/zz002hh5tv","","still image","","","Ethiopia. $b Ministry of Works & Urban Development","","","Urbanization $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","[Addis Ababa (Ethiopia)?]","[between 1993 and 2010]","1993/2010","Poster depicts a photograph of four women in a construction site, looking at architectural plans. Text printed in yellow on a brown background at the bottom, with the seal of Ethiopia in the center. Caption text translates as ""Work + Hope + Mission = Growth.""","","1 poster : col.","Government poster featuring women at a construction site [descriptive]","ucla_1922_box02_folder013_009","","","ucla_1922_box02_folder013_009.jpg","ucla_1922_box02_folder013_009.tif"
"Ethiopian Posters","Political poster featuring man pointing his finger [descriptive]","21198/zz002hh5vc","","still image","","","","","","","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","Ethiopia $x Politics and government","Ethiopia","","[Ethiopia?]","[between 1965 and 2010?]","1965/2010","Poster depicts an illustration of a man in a patched shirt, pointing his finger toward the viewer, with a person behind him possibly carrying a rifle on his shoulder. Illustration and text possibly pertain to freedom fighters.","","1 poster : b&w","Political poster featuring man pointing his finger [descriptive]","ucla_1922_box02_folder013_010","","","ucla_1922_box02_folder013_010.jpg","ucla_1922_box02_folder013_010.tif"
"Ethiopian Posters","Dubartoota Barnoota Dhorkachuun Akka Harka Tokkon Walitti Rukutuutti Lakkaa'ama!!","21198/zz002hh5ww","","still image","","Pact--Ethiopia|~|Sweden. $b Styrelsen för internationell utveckling","Action for Development","","","Education $z Ethiopia","posters","eng|~|amh|~|orm","University of California, Los Angeles. $b Library Special Collections","Workneh Tibebu","","","","","Ethiopia","","Addis Ababa (Ethiopia)","[between 1999 and 2010?]","1999/2010","Poster image also appears on: Barmaatileen Hubaa Ta'an Qaban Yaa Badan!!|~|Poster depicts a photomontage of four digitally altered children, two girls carrying bundles on their backs and two boys holding books or notebooks. Background is light yellow, top border is green, and bottom border is yellow. At the bottom are the logos for Action For Development, Pact Ethiopia, and SIDA.","Story building, pictures and editing: Workneh Tibebu|~|This poster is produced by Action For Development with the support of Pact-Ethiopia and SIDA (Metebaber project)","1 poster : col.","Dubartoota Barnoota Dhorkachuun Akka Harka Tokkon Walitti Rukutuutti Lakkaa'ama!!","ucla_1922_box02_folder014_001","","","ucla_1922_box02_folder014_001.jpg","ucla_1922_box02_folder014_001.tif"
"Ethiopian Posters","Niitii Manaa Ari'uun Mirga Namummaa Dhiituu'isa Ol-aanaati!!","21198/zz002hh5xd","","still image","","Pact--Ethiopia|~|Sweden. $b Styrelsen för internationell utveckling","Action for Development","","","Ethiopia $x Politics and government","posters","eng|~|amh|~|orm","University of California, Los Angeles. $b Library Special Collections","Workneh Tibebu|~|Workneh Tibebu","","","","","Ethiopia","","Addis Ababa (Ethiopia)","[between 1999 and 2010?]","1999/2010","Poster image also appears on: Barmaatileen Hubaa Ta'an Qaban Yaa Badan!!|~|Poster depicts a digitally altered photograph of a group of people in traditional attire in a grassy field with trees and hills in the background; a man leads a camel with a pack on its back; some covered carts are behind the people. At the bottom are the logos for Action For Development, Pact Ethiopia, and SIDA.","This poster is produced by Action For Development with the support of Pact-Ethiopia and SIDA (Metebaber project)|~|Story building, pictures and editing: Workneh Tibebu","1 poster : col.","Niitii Manaa Ari'uun Mirga Namummaa Dhiituu'isa Ol-aanaati!!","ucla_1922_box02_folder014_002","","","ucla_1922_box02_folder014_002.jpg","ucla_1922_box02_folder014_002.tif"
"Ethiopian Posters","Gaa'elli Umriin Wal hin Madaalle Gocha Hamaa Waan Ta'eef Baduutu Irra Jira!!","21198/zz002hh5zx","","still image","","Pact--Ethiopia|~|Sweden. $b Styrelsen för internationell utveckling","Action for Development","","","Marriage age $z Ethiopia","posters","eng|~|amh|~|orm","University of California, Los Angeles. $b Library Special Collections","Workneh Tibebu","","","","","Ethiopia","","Addis Ababa (Ethiopia)","[between 1999 and 2010?]","1999/2010","Poster image also appears on: Barmaatileen Hubaa Ta'an Qaban Yaa Badan!!|~|Poster depicts a digitally altered photograph of a man and woman, both of whom are in traditional clothing. At the bottom are the logos for Action For Development, Pact Ethiopia, and SIDA.","This poster is produced by Action For Development with the support of Pact-Ethiopia and SIDA (Metebaber project)|~|Story building, pictures and editing: Workneh Tibebu","1 poster : col.","Gaa'elli Umriin Wal hin Madaalle Gocha Hamaa Waan Ta'eef Baduutu Irra Jira!!","ucla_1922_box02_folder014_003","","","ucla_1922_box02_folder014_003.jpg","ucla_1922_box02_folder014_003.tif"
"Ethiopian Posters","Ilkaan Ijooolummaa Kutaanii Buqisuun Gocha Miidhaadha!!","21198/zz002hh60x","","still image","","Pact--Ethiopia|~|Sweden. $b Styrelsen för internationell utveckling","Action for Development","","","Dental care $z Ethiopia","posters","eng|~|amh|~|orm","University of California, Los Angeles. $b Library Special Collections","Workneh Tibebu","","","","","Ethiopia","","Addis Ababa (Ethiopia)","[between 1999 and 2010?]","1999/2010","Poster depicts a digitally altered photograph of a woman holding a young child's head as a man inserts an object into the child's open mouth; another hand of an unseen person touches the child's cheek. All the visible people are wearing traditional clothes. At the bottom are the logos for Action For Development, Pact Ethiopia, and SIDA.|~|Poster image also appears on: Barmaatileen Hubaa Ta'an Qaban Yaa Badan!!","Story building, pictures and editing: Workneh Tibebu|~|This poster is produced by Action For Development with the support of Pact-Ethiopia and SIDA (Metebaber project)","1 poster : col.","Ilkaan Ijooolummaa Kutaanii Buqisuun Gocha Miidhaadha!!","ucla_1922_box02_folder014_004","","","ucla_1922_box02_folder014_004.jpg","ucla_1922_box02_folder014_004.tif"
"Ethiopian Posters","Butiin Haa Dhaabatu!!","21198/zz002hh61f","","still image","","Pact--Ethiopia|~|Sweden. $b Styrelsen för internationell utveckling","Action for Development","","","Rape $z Ethiopia","posters","eng|~|amh|~|orm","University of California, Los Angeles. $b Library Special Collections","Workneh Tibebu","","","","","Ethiopia","","Addis Ababa (Ethiopia)","[between 1999 and 2010?]","1999/2010","Poster image also appears on: Barmaatileen Hubaa Ta'an Qaban Yaa Badan!!|~|Poster depicts a digitally altered photograph or illustration of a woman covering her face with her hand as two men carry her on their shoulders and another woman watches; all are wearing traditional clothes and are in an outdoor rural area. At the bottom are the logos for Action For Development, Pact Ethiopia, and SIDA.","Story building, pictures and editing: Workneh Tibebu|~|This poster is produced by Action For Development with the support of Pact-Ethiopia and SIDA (Metebaber project)","1 poster : col.","Butiin Haa Dhaabatu!!","ucla_1922_box02_folder014_005","","","ucla_1922_box02_folder014_005.jpg","ucla_1922_box02_folder014_005.tif"
"Ethiopian Posters","Kittaanaan Dubaraa Gocha Aadaa Hubaa Yookiin Miidhaadha!!","21198/zz002hh62z","","still image","","Pact--Ethiopia|~|Sweden. $b Styrelsen för internationell utveckling","Action for Development","","","Female circumcision $z Ethiopia","posters","eng|~|amh|~|orm","University of California, Los Angeles. $b Library Special Collections","Workneh Tibebu","","","","","Ethiopia","","Addis Ababa (Ethiopia)","[between 1999 and 2010?]","1999/2010","Poster image also appears on: Barmaatileen Hubaa Ta'an Qaban Yaa Badan!!|~|Poster depicts a digitally altered photograph of a woman performing a female circumcision on a girl. Two other women hold each of the girl's legs, while a fourth woman covers the girl's face. All are seated on the floor and wearing traditional clothing. At the bottom are the logos for Action For Development, Pact Ethiopia, and SIDA.","Story building, pictures and editing: Workneh Tibebu|~|This poster is produced by Action For Development with the support of Pact-Ethiopia and SIDA (Metebaber project)","1 poster : col.","Kittaanaan Dubaraa Gocha Aadaa Hubaa Yookiin Miidhaadha!!","ucla_1922_box02_folder014_006","","","ucla_1922_box02_folder014_006.jpg","ucla_1922_box02_folder014_006.tif"
"Ethiopian Posters","Dubartootni Yeroo Dahumsaa Kunuusa Ol-aanaa Ni-barbaadu!!","21198/zz002hh63g","","still image","","Pact--Ethiopia|~|Sweden. $b Styrelsen för internationell utveckling","Action for Development","","","Medical care $z Ethiopia","posters","eng|~|amh|~|orm","University of California, Los Angeles. $b Library Special Collections","Workneh Tibebu","","","","","Ethiopia","","Addis Ababa (Ethiopia)","[between 1999 and 2010?]","1999/2010","Poster depicts a digitally altered photograph of a woman holding a pregnant woman's belly. The pregnant woman is lying on a bed or cot made of sticks. Both women are wearing traditional clothes. At the bottom are the logos for Action For Development, Pact Ethiopia, and SIDA.|~|Poster image also appears on: Barmaatileen Hubaa Ta'an Qaban Yaa Badan!!","Story building, pictures and editing: Workneh Tibebu|~|This poster is produced by Action For Development with the support of Pact-Ethiopia and SIDA (Metebaber project)","1 poster : col.","Dubartootni Yeroo Dahumsaa Kunuusa Ol-aanaa Ni-barbaadu!!","ucla_1922_box02_folder014_007","","","ucla_1922_box02_folder014_007.jpg","ucla_1922_box02_folder014_007.tif"
"Ethiopian Posters","Bultiidhaan Ala Jaalallee Horachuun Rakkoolee Hedduuf Nama Saaxila!!","21198/zz002hh640","","still image","","Pact--Ethiopia|~|Sweden. $b Styrelsen för internationell utveckling","Action for Development","","","Man-woman relationships $z Ethiopia","posters","eng|~|amh|~|orm","University of California, Los Angeles. $b Library Special Collections","Workneh Tibebu","","","","","Ethiopia","","Addis Ababa (Ethiopia)","[between 1999 and 2010?]","1999/2010","Poster image also appears on: Barmaatileen Hubaa Ta'an Qaban Yaa Badan!!|~|Poster depicts a digitally altered photograph or illustration of a man with his arm around a woman's shoulder while looking at another woman. The other woman looks back at the man. All are outdoors and wearing traditional clothing. At the bottom are the logos for Action For Development, Pact Ethiopia, and SIDA.","This poster is produced by Action For Development with the support of Pact-Ethiopia and SIDA (Metebaber project)|~|Story building, pictures and editing: Workneh Tibebu","1 poster : col.","Bultiidhaan Ala Jaalallee Horachuun Rakkoolee Hedduuf Nama Saaxila!!","ucla_1922_box02_folder014_008","","","ucla_1922_box02_folder014_008.jpg","ucla_1922_box02_folder014_008.tif"
"Ethiopian Posters","Niitii Dhaaluun Aadaa Miidhaa Waan Ta'eef Fudhachuun Nurra Hin Jirreedha!!","21198/zz002hh65h","","still image","","Pact--Ethiopia|~|Sweden. $b Styrelsen för internationell utveckling","Action for Development","","","Inheritance and succession $z Ethiopia","posters","eng|~|amh|~|orm","University of California, Los Angeles. $b Library Special Collections","Workneh Tibebu","","","","","Ethiopia","","Addis Ababa (Ethiopia)","[between 1999 and 2010?]","1999/2010","Poster depicts a photomontage of the following: a woman sitting against the doorway of a rural building with a green tub in front of her and a seated baby eating food to the left; to the right is a male herder walking with a cane on his shoulder; beneath the people is a herd of goats. The woman and the herder are in traditional clothes, and the baby is wearing a striped t-shirt and a diaper. At the bottom are the logos for Action For Development, Pact Ethiopia, and SIDA.|~|Poster image also appears on: Barmaatileen Hubaa Ta'an Qaban Yaa Badan!!","Story building, pictures and editing: Workneh Tibebu|~|This poster is produced by Action For Development with the support of Pact-Ethiopia and SIDA (Metebaber project)","1 poster : col.","Niitii Dhaaluun Aadaa Miidhaa Waan Ta'eef Fudhachuun Nurra Hin Jirreedha!!","ucla_1922_box02_folder014_009","","","ucla_1922_box02_folder014_009.jpg","ucla_1922_box02_folder014_009.tif"
